state,age,injury,restraint,inimpact,modelyr,D_injury,year
48,18,2,3,12,0.816091954,2,2000
48,21,1,3,12,0.781609195,1,2000
48,9,1,3,10,0.793103448,4,2000
48,20,3,0,12,0.724137931,3,2000
48,87,0,3,12,0.75862069,0,2000
48,70,4,0,2,0.735632184,4,2000
48,15,4,0,1,0.747126437,3,2000
48,20,2,3,12,0.643678161,0,2000
48,68,4,0,12,0.770114943,3,2000
48,19,4,3,3,0.793103448,4,2000
48,44,1,3,9,0.793103448,4,2000
48,16,4,3,10,0.67816092,4,2000
48,27,3,0,11,0.770114943,4,2000
48,18,4,3,12,0.827586207,3,2000
48,29,4,0,12,0.620689655,2,2000
48,45,4,3,3,0.793103448,4,2000
48,56,1,3,12,0.83908046,0,2000
48,25,2,3,12,0.873563218,2,2000
48,20,3,3,9,0.816091954,4,2000
48,84,3,3,9,0.724137931,4,2000
48,10,2,3,12,0.827586207,4,2000
48,38,1,3,11,0.862068966,1,2000
48,25,3,3,10,0.75862069,4,2000
48,10,4,3,3,0.735632184,3,2000
48,19,1,3,4,0.862068966,1,2000
48,20,1,3,12,0.793103448,0,2000
48,72,4,3,3,0.862068966,2,2000
48,11,2,3,12,0.724137931,2,2000
48,69,4,0,12,0.850574713,2,2000
48,77,0,3,1,0.793103448,0,2000
48,62,4,3,3,0.735632184,3,2000
48,92,3,0,10,0.620689655,4,2000
48,27,4,3,6,0.83908046,3,2000
48,71,4,3,12,0.781609195,4,2000
48,21,2,0,12,0.816091954,4,2000
48,13,1,3,9,0.75862069,4,2000
48,18,4,3,9,0.793103448,4,2000
48,80,1,3,11,0.781609195,4,2000
48,51,1,3,12,0.781609195,1,2000
48,38,2,3,12,0.873563218,2,2000
48,91,4,3,3,0.83908046,1,2000
48,24,2,3,11,0.793103448,4,2000
48,15,4,0,12,0.816091954,3,2000
48,21,0,3,12,0.793103448,0,2000
48,26,0,3,12,0.816091954,0,2000
48,78,0,3,7,0.804597701,0,2000
48,28,0,3,10,0.793103448,4,2000
48,77,4,3,12,0.701149425,3,2000
48,32,4,3,12,0.75862069,3,2000
48,19,0,3,12,0.597701149,0,2000
48,6,2,0,3,0.770114943,4,2000
48,22,0,3,8,0.793103448,4,2000
48,38,4,3,3,0.850574713,3,2000
48,24,4,3,9,0.655172414,4,2000
48,43,2,0,9,0.793103448,4,2000
48,16,0,3,11,0.793103448,0,2000
48,18,2,3,12,0.747126437,2,2000
48,16,0,3,6,0.781609195,0,2000
48,37,4,3,9,0.781609195,4,2000
48,54,4,0,1,0.666666667,3,2000
48,15,0,3,2,0.873563218,0,2000
48,2,0,0,7,0.643678161,0,2000
48,22,0,3,6,0.804597701,0,2000
48,19,0,3,2,0.804597701,4,2000
48,18,3,0,12,0.781609195,4,2000
48,24,4,0,12,0.574712644,3,2000
48,47,3,0,3,0.793103448,2,2000
48,18,4,0,3,0.75862069,4,2000
48,24,4,3,12,0.770114943,3,2000
48,43,2,3,9,0.793103448,4,2000
48,59,1,3,12,0.816091954,1,2000
48,63,1,3,12,0.83908046,0,2000
48,29,1,3,6,0.712643678,0,2000
48,21,4,3,6,0.747126437,4,2000
48,49,2,3,12,0.75862069,3,2000
48,28,2,3,9,0.75862069,4,2000
48,19,4,0,12,0.712643678,3,2000
48,22,2,3,11,0.712643678,2,2000
48,16,0,3,12,0.83908046,0,2000
48,27,2,3,9,0.804597701,4,2000
48,18,2,0,11,0.747126437,4,2000
48,17,2,0,11,0.67816092,3,2000
48,27,1,3,12,0.850574713,0,2000
48,35,0,3,7,0.747126437,0,2000
48,41,2,3,12,0.781609195,2,2000
48,37,4,3,3,0.724137931,2,2000
48,12,1,3,9,0.747126437,4,2000
48,17,0,3,3,0.666666667,0,2000
48,21,4,0,3,0.712643678,0,2000
48,15,1,3,12,0.735632184,1,2000
48,20,2,0,9,0.666666667,4,2000
48,19,1,3,11,0.827586207,1,2000
48,74,4,3,1,0.862068966,4,2000
48,38,3,0,11,0.724137931,4,2000
48,16,4,3,6,0.724137931,2,2000
48,20,1,3,12,0.873563218,0,2000
48,50,0,3,12,0.804597701,0,2000
48,4,0,3,12,0.804597701,0,2000
48,24,3,3,12,0.83908046,2,2000
48,16,3,3,11,0.873563218,4,2000
48,7,4,2,12,0.770114943,1,2000
48,18,2,0,9,0.609195402,4,2000
48,17,4,0,1,0.75862069,1,2000
48,40,2,3,11,0.816091954,3,2000
48,71,4,3,6,0.747126437,4,2000
48,8,2,3,1,0.827586207,0,2000
48,21,0,3,12,0.850574713,0,2000
48,17,2,3,12,0.770114943,2,2000
48,19,4,0,12,0.873563218,2,2000
48,22,3,0,12,0.862068966,3,2000
48,20,4,0,10,0.850574713,4,2000
48,16,0,3,12,0.712643678,0,2000
48,21,4,3,3,0.804597701,2,2000
48,18,0,3,3,0.816091954,1,2000
48,17,2,0,9,0.735632184,3,2000
48,19,0,3,12,0.793103448,0,2000
48,53,1,3,12,0.816091954,4,2000
48,76,4,3,12,0.873563218,4,2000
48,18,4,3,3,0.781609195,3,2000
48,63,3,3,12,0.75862069,4,2000
48,20,2,3,12,0.770114943,4,2000
48,27,0,3,12,0.873563218,0,2000
48,17,4,0,2,0.620689655,4,2000
48,24,4,0,1,0.827586207,3,2000
48,17,2,3,7,0.873563218,4,2000
48,17,4,0,12,0.850574713,4,2000
48,15,2,3,10,0.781609195,4,2000
48,15,3,3,12,0.804597701,4,2000
48,21,4,0,8,0.816091954,2,2000
48,15,0,3,11,0.862068966,0,2000
48,80,0,3,12,0.873563218,1,2000
48,27,1,0,1,0.873563218,3,2000
48,28,1,3,6,0.827586207,1,2000
48,48,2,3,12,0.873563218,1,2000
48,23,1,3,9,0.850574713,4,2000
48,20,4,3,9,0.712643678,3,2000
48,24,2,3,12,0.873563218,1,2000
48,23,0,0,6,0.712643678,0,2000
48,23,1,3,12,0.804597701,1,2000
48,17,3,3,9,0.75862069,4,2000
48,51,3,3,12,0.747126437,3,2000
48,36,4,3,5,0.804597701,3,2000
48,26,4,3,2,0.701149425,2,2000
48,20,2,3,9,0.873563218,1,2000
48,12,2,3,6,0.793103448,2,2000
48,22,3,3,11,0.873563218,2,2000
48,20,0,0,7,0.816091954,0,2000
48,44,4,3,3,0.701149425,1,2000
48,37,0,3,11,0.885057471,0,2000
48,51,2,3,12,0.816091954,2,2000
48,58,4,3,12,0.804597701,3,2000
48,60,2,3,12,0.689655172,0,2000
48,15,3,3,6,0.643678161,3,2000
48,53,4,3,6,0.816091954,3,2000
48,19,4,3,3,0.724137931,4,2000
48,19,4,0,12,0.850574713,2,2000
48,16,4,3,3,0.735632184,4,2000
48,66,1,3,12,0.862068966,1,2000
48,21,4,3,7,0.827586207,3,2000
48,75,4,3,3,0.83908046,3,2000
48,68,3,3,5,0.816091954,3,2000
48,17,2,3,12,0.804597701,4,2000
48,18,1,3,11,0.793103448,1,2000
48,23,4,3,1,0.724137931,1,2000
48,30,1,3,11,0.850574713,1,2000
48,63,0,3,11,0.850574713,0,2000
48,60,4,3,12,0.735632184,3,2000
48,18,3,0,12,0.770114943,4,2000
48,15,4,0,12,0.816091954,4,2000
48,26,3,3,12,0.793103448,4,2000
48,15,0,3,12,0.83908046,2,2000
48,60,3,3,12,0.804597701,3,2000
48,15,3,3,8,0.827586207,3,2000
48,18,1,3,3,0.75862069,1,2000
48,18,2,3,12,0.850574713,3,2000
48,75,4,0,9,0.747126437,4,2000
48,19,0,3,11,0.816091954,2,2000
48,72,0,3,12,0.793103448,0,2000
48,55,3,3,7,0.873563218,4,2000
48,18,0,3,12,0.816091954,0,2000
48,78,1,3,12,0.862068966,0,2000
48,15,0,3,12,0.850574713,2,2000
48,19,0,3,12,0.873563218,0,2000
48,6,3,3,4,0.75862069,2,2000
48,6,2,3,12,0.793103448,4,2000
48,28,2,3,12,0.850574713,4,2000
48,19,3,3,9,0.724137931,4,2000
48,77,4,3,3,0.770114943,1,2000
48,33,3,3,9,0.724137931,4,2000
48,22,4,0,11,0.781609195,2,2000
48,48,3,3,11,0.850574713,4,2000
48,17,4,0,10,0.804597701,3,2000
48,32,3,0,2,0.873563218,4,2000
48,47,0,3,12,0.873563218,0,2000
48,18,1,3,11,0.770114943,2,2000
48,43,0,3,12,0.804597701,1,2000
48,78,4,0,12,0.701149425,4,2000
48,18,1,3,1,0.816091954,4,2000
48,19,4,8,5,0.804597701,4,2000
48,74,2,3,6,0.873563218,2,2000
48,17,3,0,10,0.666666667,3,2000
48,46,0,3,12,0.781609195,0,2000
48,21,3,3,11,0.827586207,4,2000
48,59,4,3,11,0.781609195,4,2000
48,35,0,3,11,0.873563218,0,2000
48,77,3,3,9,0.770114943,4,2000
48,5,4,0,9,0.83908046,4,2000
48,37,2,3,12,0.850574713,2,2000
48,30,4,3,3,0.873563218,1,2000
48,15,3,0,9,0.701149425,4,2000
48,22,2,3,1,0.873563218,2,2000
48,83,3,3,9,0.827586207,4,2000
48,23,1,0,10,0.793103448,4,2000
48,5,4,2,3,0.862068966,4,2000
48,72,4,0,9,0.735632184,4,2000
48,83,3,3,6,0.83908046,3,2000
48,64,4,3,3,0.816091954,1,2000
48,18,3,0,12,0.712643678,3,2000
48,23,4,0,12,0.873563218,4,2000
48,32,3,3,3,0.735632184,3,2000
48,9,4,3,3,0.781609195,2,2000
48,38,3,3,9,0.793103448,4,2000
48,18,3,3,4,0.781609195,3,2000
48,20,4,3,1,0.724137931,4,2000
48,64,0,3,6,0.781609195,0,2000
48,16,1,3,12,0.827586207,0,2000
48,32,2,3,12,0.827586207,2,2000
48,19,2,3,12,0.770114943,4,2000
48,26,3,3,12,0.83908046,4,2000
48,31,1,3,12,0.770114943,1,2000
48,5,3,3,11,0.781609195,4,2000
48,29,1,3,6,0.816091954,0,2000
48,72,3,3,9,0.816091954,4,2000
48,38,4,0,12,0.862068966,4,2000
48,22,2,3,12,0.804597701,2,2000
48,45,3,3,11,0.873563218,4,2000
48,73,4,3,12,0.666666667,1,2000
48,50,0,3,1,0.747126437,0,2000
48,66,0,3,11,0.862068966,0,2000
48,85,4,0,3,0.770114943,3,2000
48,20,2,0,9,0.793103448,4,2000
48,9,3,0,12,0.75862069,4,2000
48,46,3,0,9,0.83908046,4,2000
48,51,4,0,12,0.724137931,4,2000
48,28,4,0,3,0.816091954,4,2000
48,26,0,0,1,0.804597701,0,2000
48,68,2,3,6,0.83908046,3,2000
48,41,1,0,5,0.827586207,0,2000
48,74,4,3,3,0.862068966,3,2000
48,23,4,3,3,0.850574713,4,2000
48,15,0,3,12,0.83908046,0,2000
48,32,2,0,12,0.873563218,0,2000
48,11,2,3,11,0.781609195,4,2000
48,21,4,1,12,0.804597701,2,2000
48,16,2,3,1,0.83908046,2,2000
48,14,0,3,1,0.862068966,2,2000
48,29,2,3,3,0.850574713,4,2000
48,25,2,3,12,0.827586207,2,2000
48,18,4,3,5,0.816091954,4,2000
48,50,3,3,12,0.83908046,3,2000
48,14,3,3,12,0.793103448,3,2000
48,82,4,0,12,0.850574713,2,2000
48,24,3,3,12,0.83908046,2,2000
48,22,3,3,12,0.83908046,4,2000
48,18,0,0,12,0.873563218,0,2000
48,16,1,3,3,0.793103448,1,2000
48,26,0,3,12,0.827586207,0,2000
48,49,4,3,9,0.885057471,4,2000
48,68,1,3,6,0.712643678,1,2000
48,64,1,3,12,0.827586207,4,2000
48,73,4,3,12,0.827586207,0,2000
48,57,4,3,3,0.781609195,2,2000
48,11,0,3,3,0.804597701,0,2000
48,25,4,3,3,0.827586207,3,2000
48,23,4,3,3,0.747126437,4,2000
48,71,2,3,12,0.83908046,2,2000
48,17,4,0,1,0.666666667,3,2000
48,22,3,3,3,0.655172414,3,2000
48,84,4,3,12,0.827586207,3,2000
48,25,0,3,1,0.816091954,4,2000
48,29,2,3,12,0.862068966,2,2000
48,72,2,3,6,0.804597701,4,2000
48,7,0,3,12,0.747126437,0,2000
48,21,2,3,10,0.816091954,0,2000
48,41,4,3,12,0.689655172,3,2000
48,47,3,3,12,0.712643678,3,2000
48,30,4,0,11,0.747126437,2,2000
48,78,4,0,12,0.793103448,2,2000
48,18,0,3,12,0.83908046,0,2000
48,18,0,3,12,0.770114943,1,2000
48,33,2,3,12,0.816091954,3,2000
48,73,2,3,8,0.83908046,4,2000
48,22,4,3,12,0.689655172,3,2000
48,28,0,3,12,0.885057471,1,2000
48,24,0,3,12,0.827586207,0,2000
48,20,4,0,12,0.827586207,3,2000
48,14,2,3,12,0.781609195,4,2000
48,43,4,3,11,0.816091954,2,2000
48,25,3,3,12,0.735632184,2,2000
48,34,3,3,12,0.75862069,3,2000
48,8,3,3,12,0.83908046,3,2000
48,43,4,0,11,0.781609195,3,2000
48,17,1,3,12,0.873563218,1,2000
48,19,0,3,3,0.747126437,0,2000
48,14,0,3,12,0.816091954,0,2000
48,34,3,3,10,0.747126437,2,2000
48,67,4,3,3,0.850574713,1,2000
48,24,1,0,6,0.770114943,1,2000
49,43,4,0,3,0.689655172,3,2000
49,41,4,0,3,0.827586207,4,2000
49,66,4,0,3,0.827586207,3,2000
49,18,4,3,12,0.850574713,3,2000
49,22,3,3,12,0.816091954,4,2000
49,19,0,0,12,0.862068966,4,2000
49,21,4,0,2,0.83908046,2,2000
49,17,2,0,12,0.804597701,2,2000
49,41,4,3,6,0.747126437,4,2000
49,21,3,3,6,0.666666667,4,2000
49,16,0,0,12,0.781609195,4,2000
49,17,3,0,12,0.701149425,2,2000
49,44,1,3,12,0.804597701,3,2000
49,57,4,3,12,0.850574713,4,2000
49,87,3,0,9,0.75862069,4,2000
49,16,4,0,3,0.689655172,3,2000
49,15,3,3,12,0.701149425,3,2000
49,83,3,0,3,0.827586207,3,2000
49,20,2,0,12,0.724137931,3,2000
49,20,1,3,12,0.75862069,0,2000
49,82,4,3,12,0.643678161,3,2000
49,11,3,3,12,0.873563218,2,2000
49,35,3,3,12,0.83908046,3,2000
49,52,0,3,6,0.816091954,0,2000
49,27,4,0,12,0.701149425,3,2000
49,17,4,0,3,0.83908046,2,2000
49,16,3,3,12,0.689655172,4,2000
49,18,3,3,1,0.83908046,3,2000
49,92,4,3,9,0.816091954,4,2000
49,22,0,3,12,0.781609195,0,2000
49,23,0,3,12,0.83908046,0,2000
49,16,4,0,12,0.75862069,2,2000
49,16,1,0,7,0.816091954,3,2000
49,25,4,3,12,0.804597701,3,2000
49,26,4,3,3,0.793103448,3,2000
49,18,0,3,12,0.75862069,0,2000
49,63,4,3,3,0.770114943,3,2000
49,21,4,3,12,0.781609195,3,2000
49,31,4,0,9,0.873563218,3,2000
49,84,4,3,11,0.781609195,4,2000
49,36,4,3,3,0.804597701,2,2000
49,48,1,3,12,0.873563218,1,2000
49,15,3,0,9,0.83908046,4,2000
49,23,3,3,11,0.850574713,3,2000
49,29,3,0,12,0.747126437,4,2000
49,27,4,0,3,0.873563218,2,2000
49,31,2,3,12,0.816091954,3,2000
49,41,4,0,3,0.712643678,2,2000
49,48,2,0,12,0.597701149,2,2000
49,15,4,0,11,0.850574713,0,2000
49,16,0,3,3,0.862068966,0,2000
49,53,4,3,12,0.781609195,1,2000
49,24,1,3,11,0.793103448,1,2000
50,14,2,3,12,0.781609195,4,2000
50,13,3,3,9,0.850574713,4,2000
50,20,2,0,7,0.701149425,3,2000
50,3,2,3,12,0.747126437,3,2000
50,86,4,3,12,0.770114943,3,2000
50,25,3,3,12,0.724137931,4,2000
50,19,2,0,12,0.75862069,4,2000
51,45,4,0,3,0.689655172,3,2000
51,17,3,0,9,0.781609195,4,2000
51,73,4,3,12,0.793103448,3,2000
51,40,4,0,3,0.747126437,3,2000
51,22,3,3,12,0.747126437,4,2000
51,87,4,3,12,0.83908046,3,2000
51,19,4,3,9,0.850574713,4,2000
51,2,2,4,12,0.781609195,2,2000
51,70,4,3,6,0.827586207,4,2000
51,17,4,0,12,0.816091954,3,2000
51,12,1,3,12,0.850574713,1,2000
51,16,2,3,9,0.793103448,2,2000
51,44,4,3,12,0.781609195,3,2000
51,35,4,3,12,0.724137931,3,2000
51,19,3,3,12,0.83908046,4,2000
51,30,4,0,12,0.712643678,3,2000
51,19,2,3,12,0.712643678,4,2000
51,27,4,0,12,0.747126437,3,2000
51,68,2,3,12,0.735632184,2,2000
51,17,1,3,12,0.862068966,1,2000
51,51,4,3,12,0.816091954,4,2000
51,48,3,3,1,0.873563218,3,2000
51,30,4,3,12,0.735632184,4,2000
51,15,3,0,11,0.712643678,4,2000
51,23,3,0,12,0.724137931,4,2000
51,21,4,0,12,0.770114943,3,2000
51,18,4,0,12,0.747126437,3,2000
51,22,3,2,9,0.770114943,3,2000
51,18,3,0,9,0.793103448,3,2000
51,18,4,3,3,0.850574713,3,2000
51,82,4,3,12,0.747126437,4,2000
51,28,4,0,1,0.781609195,3,2000
51,3,3,0,12,0.67816092,4,2000
51,19,3,3,12,0.75862069,0,2000
51,17,3,0,9,0.712643678,4,2000
51,76,4,0,12,0.770114943,3,2000
51,37,1,0,6,0.804597701,4,2000
51,16,3,3,11,0.793103448,4,2000
51,19,0,3,12,0.816091954,4,2000
51,15,3,0,12,0.724137931,3,2000
51,7,3,3,11,0.666666667,4,2000
51,16,3,1,9,0.75862069,3,2000
51,61,3,3,12,0.724137931,3,2000
51,31,3,0,12,0.873563218,3,2000
51,18,4,3,3,0.804597701,3,2000
51,86,4,3,3,0.873563218,3,2000
51,46,3,3,12,0.850574713,3,2000
51,56,3,3,12,0.793103448,4,2000
51,14,2,3,12,0.747126437,2,2000
51,2,0,1,12,0.781609195,4,2000
51,60,4,3,5,0.804597701,3,2000
51,84,4,3,12,0.816091954,3,2000
51,69,3,3,12,0.827586207,3,2000
51,19,3,3,12,0.850574713,0,2000
51,26,0,3,12,0.712643678,1,2000
51,17,3,3,9,0.747126437,3,2000
51,38,4,0,12,0.75862069,0,2000
51,15,4,3,3,0.83908046,3,2000
51,57,4,2,12,0.781609195,3,2000
51,16,4,0,12,0.793103448,3,2000
51,72,3,0,9,0.747126437,4,2000
51,17,3,3,12,0.724137931,4,2000
51,25,3,3,12,0.724137931,3,2000
51,20,3,0,1,0.804597701,4,2000
51,19,1,0,12,0.827586207,4,2000
51,10,3,0,12,0.862068966,3,2000
51,19,3,3,12,0.793103448,1,2000
51,20,4,0,3,0.804597701,3,2000
51,15,4,1,12,0.747126437,3,2000
51,36,3,0,12,0.735632184,4,2000
51,21,1,3,9,0.862068966,4,2000
51,92,4,3,12,0.873563218,2,2000
51,26,4,0,12,0.873563218,0,2000
51,27,3,3,11,0.816091954,3,2000
51,19,3,0,3,0.83908046,3,2000
51,17,3,1,12,0.862068966,3,2000
51,31,4,0,12,0.827586207,2,2000
51,28,4,1,12,0.735632184,0,2000
51,24,3,0,9,0.747126437,4,2000
51,27,4,0,12,0.862068966,2,2000
51,17,3,0,9,0.850574713,4,2000
51,18,3,3,6,0.816091954,4,2000
51,69,4,3,3,0.816091954,3,2000
51,42,4,3,3,0.827586207,3,2000
51,65,3,0,12,0.689655172,4,2000
51,34,4,0,12,0.735632184,0,2000
51,77,3,3,12,0.816091954,0,2000
51,19,4,3,11,0.75862069,3,2000
51,8,2,0,3,0.735632184,4,2000
51,46,3,3,12,0.747126437,4,2000
51,75,3,3,12,0.770114943,4,2000
51,34,4,0,12,0.712643678,3,2000
51,85,4,3,3,0.701149425,3,2000
51,52,3,3,9,0.793103448,4,2000
51,49,4,0,12,0.862068966,3,2000
51,19,3,0,12,0.83908046,3,2000
51,75,4,3,3,0.747126437,4,2000
51,17,4,3,12,0.793103448,3,2000
51,35,3,3,3,0.862068966,3,2000
51,17,3,3,9,0.816091954,4,2000
51,11,1,3,12,0.850574713,3,2000
51,86,4,3,9,0.735632184,4,2000
51,18,3,0,12,0.75862069,4,2000
51,19,3,2,9,0.83908046,4,2000
51,15,3,0,1,0.75862069,4,2000
51,22,3,3,11,0.804597701,4,2000
51,18,4,0,3,0.862068966,4,2000
51,16,4,3,12,0.827586207,3,2000
51,22,3,0,12,0.816091954,4,2000
51,20,3,0,3,0.827586207,4,2000
51,21,4,3,12,0.873563218,4,2000
51,8,3,3,9,0.804597701,4,2000
51,53,3,3,9,0.770114943,3,2000
51,16,3,3,9,0.747126437,3,2000
51,11,3,0,12,0.781609195,4,2000
51,87,4,3,2,0.735632184,1,2000
51,14,4,0,12,0.735632184,0,2000
51,18,4,0,12,0.816091954,4,2000
51,19,4,0,12,0.735632184,4,2000
51,20,3,3,12,0.83908046,3,2000
51,80,3,3,9,0.816091954,4,2000
51,36,2,3,12,0.793103448,4,2000
51,36,2,3,12,0.689655172,4,2000
51,76,4,3,3,0.850574713,0,2000
51,22,2,0,12,0.850574713,4,2000
51,24,2,3,12,0.873563218,3,2000
51,16,4,0,12,0.781609195,4,2000
51,15,4,3,3,0.747126437,4,2000
51,36,3,0,12,0.459770115,4,2000
51,32,4,3,3,0.67816092,3,2000
51,10,2,0,3,0.862068966,3,2000
51,40,3,0,12,0.827586207,4,2000
51,17,4,0,12,0.724137931,4,2000
51,15,4,0,5,0.770114943,3,2000
51,16,3,3,12,0.862068966,3,2000
51,19,3,3,12,0.793103448,3,2000
51,37,4,0,12,0.712643678,3,2000
51,39,3,3,9,0.873563218,4,2000
51,77,2,3,1,0.83908046,4,2000
51,20,2,0,12,0.850574713,3,2000
51,45,2,3,12,0.689655172,4,2000
51,19,4,3,12,0.816091954,3,2000
51,23,3,3,9,0.793103448,3,2000
51,22,3,3,12,0.804597701,4,2000
51,20,3,0,12,0.770114943,4,2000
51,23,4,0,3,0.701149425,3,2000
51,38,4,3,12,0.781609195,3,2000
51,22,3,0,3,0.781609195,4,2000
51,60,3,3,12,0.873563218,3,2000
51,23,3,0,6,0.862068966,4,2000
51,38,2,3,12,0.862068966,0,2000
51,66,4,0,3,0.724137931,3,2000
51,57,3,3,9,0.885057471,4,2000
51,81,3,3,12,0.862068966,4,2000
51,17,3,3,9,0.75862069,4,2000
51,19,4,0,12,0.689655172,3,2000
51,20,2,3,12,0.827586207,2,2000
51,19,3,3,12,0.873563218,4,2000
51,53,3,0,12,0.735632184,3,2000
51,17,3,0,6,0.804597701,3,2000
53,43,3,0,6,0.781609195,4,2000
53,56,4,3,3,0.862068966,4,2000
53,75,0,3,12,0.712643678,0,2000
53,19,4,0,11,0.83908046,2,2000
53,25,4,3,3,0.666666667,3,2000
53,51,2,3,11,0.862068966,3,2000
53,25,4,3,3,0.747126437,1,2000
53,16,4,0,1,0.793103448,3,2000
53,82,3,3,12,0.816091954,4,2000
53,23,2,3,12,0.689655172,2,2000
53,83,4,3,1,0.781609195,4,2000
53,9,0,3,7,0.712643678,1,2000
53,36,2,3,12,0.781609195,2,2000
53,42,2,3,12,0.827586207,2,2000
53,30,4,0,3,0.712643678,4,2000
53,23,3,3,12,0.701149425,3,2000
53,26,4,3,12,0.701149425,4,2000
53,91,4,3,3,0.83908046,1,2000
53,19,3,0,12,0.67816092,4,2000
53,30,3,0,9,0.793103448,4,2000
53,44,0,3,6,0.827586207,0,2000
53,45,4,0,12,0.873563218,3,2000
53,12,4,3,12,0.666666667,4,2000
53,36,3,3,9,0.701149425,4,2000
53,51,4,0,6,0.712643678,2,2000
53,78,3,3,9,0.83908046,4,2000
53,80,4,3,1,0.793103448,3,2000
53,17,3,0,12,0.712643678,4,2000
53,33,4,0,12,0.850574713,2,2000
53,55,4,3,3,0.816091954,4,2000
53,74,4,3,11,0.804597701,2,2000
53,45,4,0,5,0.632183908,3,2000
53,76,0,3,12,0.83908046,4,2000
53,32,0,3,12,0.850574713,0,2000
53,17,2,0,1,0.689655172,4,2000
53,18,4,0,12,0.666666667,3,2000
53,80,3,3,12,0.643678161,4,2000
53,29,4,0,3,0.597701149,3,2000
53,17,3,3,12,0.850574713,3,2000
53,50,4,3,12,0.862068966,3,2000
53,82,4,2,12,0.75862069,2,2000
53,17,1,0,11,0.655172414,4,2000
53,16,2,3,9,0.67816092,2,2000
53,71,3,3,1,0.83908046,4,2000
53,72,4,3,3,0.793103448,4,2000
53,55,0,3,12,0.793103448,1,2000
53,83,3,3,9,0.781609195,4,2000
53,31,4,0,12,0.735632184,4,2000
53,18,3,0,3,0.724137931,1,2000
53,18,4,0,7,0.816091954,3,2000
53,28,4,3,5,0.793103448,4,2000
53,77,4,2,12,0.804597701,2,2000
53,32,4,0,3,0.67816092,3,2000
53,54,1,3,12,0.862068966,2,2000
53,15,1,3,12,0.770114943,3,2000
53,16,4,3,3,0.873563218,3,2000
53,16,4,1,1,0.770114943,2,2000
53,49,2,3,6,0.83908046,2,2000
53,76,3,3,12,0.793103448,4,2000
53,84,1,3,4,0.816091954,2,2000
53,62,4,3,11,0.701149425,1,2000
53,17,4,0,1,0.873563218,2,2000
53,51,2,3,12,0.83908046,0,2000
53,19,4,3,3,0.781609195,4,2000
53,22,0,3,11,0.781609195,0,2000
53,51,3,3,12,0.724137931,4,2000
53,15,4,0,12,0.804597701,2,2000
53,14,0,3,12,0.804597701,0,2000
53,19,4,0,3,0.793103448,4,2000
53,16,3,2,11,0.712643678,4,2000
53,23,1,3,9,0.850574713,4,2000
53,46,3,3,12,0.850574713,4,2000
53,63,4,3,12,0.747126437,1,2000
53,32,1,3,9,0.816091954,4,2000
53,23,0,3,10,0.712643678,2,2000
53,8,3,0,12,0.83908046,4,2000
53,28,4,0,12,0.770114943,2,2000
53,19,3,3,9,0.735632184,4,2000
53,26,2,3,10,0.770114943,2,2000
53,17,0,3,12,0.747126437,4,2000
53,43,4,0,3,0.482758621,4,2000
53,63,0,3,12,0.632183908,0,2000
53,29,1,3,12,0.827586207,2,2000
53,22,1,3,9,0.781609195,4,2000
53,18,3,3,12,0.770114943,2,2000
53,26,4,3,12,0.747126437,1,2000
53,85,1,3,9,0.862068966,4,2000
53,23,2,3,9,0.620689655,4,2000
53,23,2,0,12,0.689655172,4,2000
53,29,1,0,12,0.850574713,2,2000
53,16,1,3,12,0.75862069,1,2000
53,74,2,3,12,0.816091954,3,2000
53,77,4,3,12,0.770114943,3,2000
53,23,0,0,12,0.482758621,3,2000
53,17,2,3,4,0.827586207,1,2000
53,35,4,0,2,0.609195402,3,2000
53,6,3,3,12,0.793103448,3,2000
53,33,4,3,12,0.83908046,2,2000
53,21,2,3,12,0.781609195,1,2000
53,51,2,0,10,0.770114943,4,2000
53,42,1,3,12,0.689655172,0,2000
53,52,4,3,3,0.793103448,1,2000
53,87,4,3,3,0.770114943,4,2000
53,21,0,3,12,0.804597701,0,2000
53,55,4,0,3,0.75862069,2,2000
53,18,0,3,12,0.75862069,0,2000
53,19,2,0,12,0.827586207,2,2000
53,17,4,3,12,0.827586207,2,2000
53,18,0,3,12,0.827586207,0,2000
53,19,4,0,12,0.770114943,2,2000
53,59,4,0,12,0.75862069,2,2000
53,29,4,0,12,0.724137931,3,2000
53,46,4,0,12,0.747126437,2,2000
53,17,4,0,12,0.75862069,3,2000
54,17,2,3,12,0.712643678,2,2000
54,24,3,0,4,0.781609195,3,2000
54,26,4,3,3,0.850574713,4,2000
54,54,3,0,12,0.83908046,3,2000
54,16,4,0,12,0.804597701,3,2000
54,13,1,0,3,0.75862069,4,2000
54,30,1,3,2,0.873563218,4,2000
54,15,3,0,12,0.735632184,4,2000
54,14,3,3,12,0.862068966,3,2000
54,85,4,0,12,0.712643678,3,2000
54,7,1,3,12,0.850574713,1,2000
54,20,3,0,12,0.816091954,3,2000
54,66,3,3,12,0.816091954,2,2000
54,18,4,3,3,0.862068966,3,2000
54,37,1,0,12,0.827586207,4,2000
54,27,3,0,1,0.873563218,4,2000
54,54,3,3,12,0.873563218,4,2000
54,7,4,3,12,0.770114943,3,2000
54,24,4,3,3,0.83908046,4,2000
54,25,2,0,12,0.816091954,2,2000
54,19,3,0,9,0.83908046,4,2000
54,64,0,3,12,0.816091954,0,2000
54,15,4,0,6,0.850574713,2,2000
